Region;Comuna;Establecimiento;Direccion
Region de Los Rios;Valdivia;Centro Medico Beaucheff;Calle Beauchef, Edificio Medico Beauchef 723
Region de Los Rios;Valdivia;Centro Medico Surmedica;Avenida Francia 1655
Region de Los Rios;Valdivia;CMA Costanera;Calle Pedro de Valdivia 201
Region de Los Rios;Valdivia;Centro Odontologico Costanera;Avenida Prat 799
Region de Los Rios;Rio Bueno;Policlinico de Atencion Primaria Gendarmeria de Chile;Calle Ejercito Libertador 655
Region de Los Rios;Valdivia;Policlinico Regional de Gendarmeria;
Region de Los Rios;Valdivia;Laboratorio Clinico Centro Medico Valdivia;Calle Maipu 125
Region de Los Rios;Valdivia;Laboratorio Clinico Valdivia;Calle Beauchef, Edificio Medico Beauchef 723
Region de Los Rios;Valdivia;Laboratorio Clinico Sociedad Cruz y Guiresse Ltda.;Avenida Francia 1655
Region de Los Rios;Valdivia;Laboratorio de la Clinica Alemana de Valdivia;Calle Beauchef 765
Region de Los Rios;Valdivia;Laboratorio Clinico e Inversiones Medicas y Diagnosticas Ltda.;Calle Beauchef 125
Region de Los Rios;Valdivia;Sociedad Laboratorio Especialidades Medicas Ltda.;Calle Beauchef 825
Region de Los Rios;La Union;Sociedad laboratorio Clinico Union Ltda.;Calle Letelier 225
Region de Los Rios;La Union;Laboratorio Austral Ltda.;Calle Arturo Prat 455
Region de Los Rios;Los Lagos;Laboratorio Sociedad Andrade Salas y Cia. Ltda.;Calle Matta 295
Region de Los Rios;Panguipulli;Laboratorio Frilab;Calle Bernardo O'Higgins 357
Region de Los Rios;Rio Bueno;Laboratorio Clinico Suranalilsis Ltda.;Calle Comercio 766
Region de Los Rios;Valdivia;Laboratorio Clinico y Especialidades Ltda;
Region de Los Rios;Valdivia;Laboratorio de Nefrologia e Histocompatibilidad Universidad Austral de Chile;Calle Bueras 1003
Region de Los Rios;Valdivia;Laboratorio Clinico Laboclin;Avenida Francia 2980
Region de Los Rios;Valdivia;Laboratorio de Histologia y Citopatologia Valdivia Ltda.;Calle Beauchef 768
Region de Los Rios;Valdivia;Laboratorio Clinico Bionet S.A;Calle Beauchef 705
Region de Los Rios;La Union;Laboratorio Beneficiencia Osorno;Calle Arturo Prat 883
Region de Los Rios;Valdivia;Centro de Salud Familiar Externo Valdivia;Avenida Francia 2980
Region de Los Rios;Valdivia;Centro de Salud Familiar Las Animas;Calle Pedro Aguirre Cerda 231
Region de Los Rios;Valdivia;Centro de Salud Familiar Dr. Jorge Sabat Gozalo (Ex Gil de Castro);Calle Picarte 2500
Region de Los Rios;Mariquina;Centro de Salud Familiar San Jose de la Mariquina;
Region de Los Rios;Panguipulli;Centro de Salud Familiar Panguipulli;Calle Eduardo Cruz Coke 136
Region de Los Rios;Futrono;Centro de Salud Familiar Belarmina Paredes;
Region de Los Rios;Lago Ranco;Centro de Salud Familiar Juan Santa Maria Bonet;Calle Concepcion 655
Region de Los Rios;Mafil;Centro de Salud Familiar Mafil;
Region de Los Rios;Panguipulli;Centro de Salud Familiar Conaripe;
Region de Los Rios;Panguipulli;Centro de Salud Familiar Choshuenco;
Region de Los Rios;La Union;Centro de Salud Familiar Dr. Alfredo Gantz Mann;Calle Los Tineos 55
Region de Los Rios;Lanco;Centro de Salud Familiar Malalhue;Calle Balmaceda 138
Region de Los Rios;Rio Bueno;Centro de Salud Familiar Rio Bueno;Calle Ejercito Libertador 1500
Region de Los Rios;Valdivia;Centro de Salud Familiar Niebla;
Region de Los Rios;Valdivia;Centro de Salud Familiar Angachilla;Calle Santa Martina 3821
Region de Los Rios;Paillaco;Centro de Salud Familiar Lautaro Caro Rios;
Region de Los Rios;Los Lagos;Centro de Salud Familiar Los Lagos;Calle Arturo Prat 162
Region de Los Rios;Valdivia;Posta de Salud Rural Punucapa;
Region de Los Rios;Valdivia;SAR Barrios Bajos;Calle Domeyko 500
Region de Los Rios;Valdivia;Centro Comunitario de Salud Familiar Guacamayo;Calle Las Mulatas 311
Region de Los Rios;Valdivia;Centro de Dialisis Nephrocare Los Rios;Avenida Rene Schneider 3426
Region de Los Rios;Valdivia;Centro de Dialisis Valdivia;Calle Bueras 884
Region de Los Rios;Mafil;Centro Comunitario de Salud Familiar Mafil;Avenida Pedro de Valdivia 460
Region de Los Rios;Valdivia;Centro Medico Docente Asistencial Universidad San Sebastian;Calle Vicente Perez Rosales 1095
Region de Los Rios;Valdivia;Centro Medico Docente Asistencial Universidad Santo Tomas;Calle Picarte 1160
Region de Los Rios;La Union;Centro Comunitario de Salud Familiar Dr. Alberto Daiber;Calle Romualdo Roldan Catalan 220
Region de Los Rios;Valdivia;Centro Odontologico Uno Saluld Dental Valdivia;Calle Ismael Valdes 365
Region de Los Rios;Los Lagos;Centro Comunitario de Salud Familiar Folilco;
Region de Los Rios;Valdivia;Instituto de Rehabilitacion Infantil TELETON (Valdivia);Calle Rene Schneider 2631
Region de Los Lagos;Castro;Laboratorio Clinico el Bosque;Calle Serrano 458
Region de Los Lagos;Puerto Montt;Centro de Salud Medico Dental Universitario de la Universidad de Los Lagos;
Region de Los Lagos;Puerto Montt;Policlinico Institucional de Gendarmeria de Chile (Puerto Montt);
Region de Los Lagos;Puerto Montt;Hospital de dia Infanto Adolescente;Calle Quellon 11
Region de Los Lagos;Castro;Laboratorio Clinico Austral;Calle Serrano, Oficina 28 458
Region de Los Lagos;Puerto Montt;Centro Comunitario de Salud Familiar Puerta Sur;
Region de Los Lagos;Puerto Montt;Centro Odontologico Uno Salud Dental Puerto Montt;Calle Illapel, Local 1-10 10
Region de Los Lagos;Puerto Montt;Centro Medico Medicenter Puerto Montt;Calle Benavente 458
Region de Los Lagos;Puerto Montt;Laboratorio Clinico DESAM Puerto Montt;Calle Regimiento 1180
Region de Los Lagos;Puerto Varas;Vacunatorio Austral E.I.R.L.;Calle San Ignacio 971
Region de Los Lagos;Osorno;CDR de Adultos Mayores con Demencia;Calle Cochrane 1162
Region de Los Lagos;Purranque;Centro Comunitario de Salud Familiar Barrio Estacion;
Region de Los Lagos;Ancud;Centro Comunitario de Salud Familiar Puntra Degan;
Region de Los Lagos;Castro;Centro Comunitario de Salud Familiar Gamboa;Calle Profesor Cesar Vera 301
Region de Los Lagos;Calbuco;Consulta Dental La Araucana Salud;Calle Jose Miguel Carrera 111
Region de Los Lagos;Osorno;Consulta Dental La Araucana Salud;Avenida Manuel Rodriguez, Piso 3 861
Region de Los Lagos;Osorno;COSAM ORIENTE;Calle German Hube 1435
Region de Los Lagos;Osorno;Unidad de Memoria AYEKAN;Calle Cochrane 1162
Region de Los Lagos;San Juan de la Costa;Posta de Salud Rural Chamilco;
Region de Los Lagos;Quellon;Centro Comunitario de Salud Familiar Villa Aytue;Calle Los Caciques 288
Region de Los Lagos;Puerto Montt;Centro Medico Imagenologia Sur Cruz Medica;Calle Baquedano 179
Region de Los Lagos;Quellon;Laboratorio Clinico Corcovado;Calle Ignacio Carrera Pinto 380
Region de Los Lagos;Osorno;Policlinico Centro de Cumplimiento Penitenciario de Osorno;Calle Conrado Amthauer 1399
Region de Los Lagos;Puerto Montt;Centro Comunitario de Salud Familiar Alerce Norte;Calle Los Manios, Alerce Norte 18
Region de Los Lagos;Puerto Varas;Posta de Salud Rural Colonia Rio Sur;
Region de Los Lagos;Puerto Varas;Posta de Salud Rural Ralun;
Region de Los Lagos;Llanquihue;Posta de Salud Rural Loncotoro;
Region de Los Lagos;Llanquihue;Posta de Salud Rural Pellines (Llanquihue);
Region de Los Lagos;Llanquihue;Posta de Salud Rural Colegual;
Region de Los Lagos;Frutillar;Posta de Salud Rural Casma;
Region de Los Lagos;Frutillar;Posta de Salud Rural Centinela;
Region de Los Lagos;Fresia;Posta de Salud Rural Parga;
Region de Los Lagos;Fresia;Posta de Salud Rural Tegualda;
Region de Los Lagos;Fresia;Posta de Salud Rural Polizones;
Region de Los Lagos;Fresia;Posta de Salud Rural Cau;
Region de Los Lagos;Fresia;Posta de Salud Rural Manio;
Region de Los Lagos;Fresia;Posta de Salud Rural El Mirador;
Region de Los Lagos;Fresia;Posta de Salud Rural Traiguen (Fresia);
Region de Los Lagos;Fresia;Posta de Salud Rural Las Cruces ( Fresia);
Region de Los Lagos;Fresia;Posta de Salud Rural Linea Sin Nombre;
Region de Los Lagos;Maullin;Posta de Salud Rural Carelmapu;
Region de Los Lagos;Maullin;Posta de Salud Rural Misquihue;
Region de Los Lagos;Maullin;Posta de Salud Rural Penol;
Region de Los Lagos;Maullin;Posta de Salud Rural Astillero;
Region de Los Lagos;Maullin;Posta de Salud Rural La Pasada;
Region de Los Lagos;Maullin;Posta de Salud Rural Quenuir;
Region de Los Lagos;Calbuco;Posta de Salud Rural Pargua;
Region de Los Lagos;Calbuco;Posta de Salud Rural Putenio;
Region de Los Lagos;Calbuco;Centro Comunitario de Salud Familiar Texas;Calle Pedro Felix, Sector San Rafael 417
Region de Los Lagos;Calbuco;Posta de Salud Rural Aguantao;
Region de Los Lagos;Calbuco;Posta de Salud Rural Penasmo;
Region de Los Lagos;Calbuco;Posta de Salud Rural Avellanal;
Region de Los Lagos;Calbuco;Posta de Salud Rural Tabon;
Region de Los Lagos;Calbuco;Posta de Salud Rural Huar;
Region de Los Lagos;Calbuco;Posta de Salud Rural Chauquear;
Region de Los Lagos;Calbuco;Posta de Salud Rural Chayahue;
Region de Los Lagos;Calbuco;Posta de Salud Rural Pergue;
Region de Los Lagos;Calbuco;Posta de Salud Rural Quetrulauquen;
Region de Los Lagos;Calbuco;Posta de Salud Rural San Antonio (Calbuco);
Region de Los Lagos;Calbuco;Posta de Salud Rural San Agustin (Calbuco);
Region de Los Lagos;Los Muermos;Posta de Salud Rural Canitas;
Region de Los Lagos;Los Muermos;Posta de Salud Rural Los Piques;
Region de Los Lagos;Los Muermos;Posta de Salud Rural Cumbre Alta;
Region de Los Lagos;Los Muermos;Posta de Salud Rural Quillagua (Los Muermos);
Region de Los Lagos;Chaiten;Posta de Salud Rural Chulin;
Region de Los Lagos;Chaiten;Posta de Salud Rural Buill;
Region de Los Lagos;Chaiten;Posta de Salud Rural Talcan;
Region de Los Lagos;Chaiten;Posta de Salud Rural Nayahue;
Region de Los Lagos;Chaiten;Posta de Salud Rural Chumelden;
Region de Los Lagos;Chaiten;Posta de Salud Rural Ayacara;
Region de Los Lagos;Chaiten;Posta de Salud Rural El Frio o Santa Lucia;
Region de Los Lagos;Chaiten;Posta de Salud Rural Chana;
Region de Los Lagos;Palena;Posta de Salud Rural Puerto Ramirez;
Region de Los Lagos;Futaleufu;Posta de Salud Rural El Azul;
Region de Los Lagos;Palena;Posta de Salud Rural El Malito;
Region de Los Lagos;Calbuco;Posta de Salud Rural Chope;
Region de Los Lagos;Cochamo;Posta de Salud Rural Pocoihuen;
Region de Los Lagos;Futaleufu;Posta de Salud Rural El Espolon;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Huelmo;
Region de Los Lagos;Cochamo;Posta de Salud Rural Valle El Frio;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Piedra Azul;
Region de Los Lagos;Los Muermos;Posta de Salud Rural Estaquilla;
Region de Los Lagos;Chaiten;Posta de Salud Rural Hueque;
Region de Los Lagos;Llanquihue;Posta de Salud Rural Macal;
Region de Los Lagos;Chaiten;Posta de Salud Rural Casa de Pesca;
Region de Los Lagos;Calbuco;Posta de Salud Rural Machil;
Region de Los Lagos;Calbuco;Posta de Salud Rural Queullin;
Region de Los Lagos;Calbuco;Posta de Salud Rural San Ramon (Calbuco);
Region de Los Lagos;Calbuco;Posta de Salud Rural Huayun;
Region de Los Lagos;Cochamo;Posta de Salud Rural Llaguepe;
Region de Los Lagos;Puerto Montt;COSAM Puerto Montt;Calle Ancud 130
Region de Los Lagos;Puerto Montt;COSAM de Reloncavi;Calle Chorrillos 1582
Region de Los Lagos;Puerto Montt;Centro Comunitario de Salud Familiar Anahuac;
Region de Los Lagos;Puerto Montt;Centro Comunitario de Salud Familiar Licarayen;
Region de Los Lagos;Puerto Montt;Centro Comunitario de Salud Familiar Chamiza;
Region de Los Lagos;Chaiten;Centro Comunitario de Salud Familiar de Ayacara;
Region de Los Lagos;Frutillar;Centro Comunitario de Salud Familiar Pantanosa;
Region de Los Lagos;Puerto Montt;SAPU Angelmo;
Region de Los Lagos;Puerto Montt;SAPU Antonio Varas;
Region de Los Lagos;Puerto Varas;SAR Puerto Varas;
Region de Los Lagos;Puerto Montt;SAPU Padre Hurtado;
Region de Los Lagos;Puerto Montt;SAPU Alerce;Calle Transversal Norte Sur 2
Region de Los Lagos;Osorno;Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Osorno);Calle Manuel Antonio Matta 448
Region de Los Lagos;Osorno;PRAIS (S.S Osorno);Calle Manuel Antonio Matta 448
Region de Los Lagos;Osorno;Clinica Dental Movil Triple. Pat. BKYZ91 (Osorno);Calle Manuel Antonio Matta 448
Region de Los Lagos;Osorno;Departamento de Atencion Integral Funcionarios;Calle Guillermo Buhler 1756
Region de Los Lagos;Osorno;Hospital Base San Jose de Osorno;Calle Guillermo Buhler 1765
Region de Los Lagos;Purranque;Hospital de Purranque;Calle 21 de mayo 468
Region de Los Lagos;Rio Negro;Hospital de Rio Negro;Calle Arturo Prat 791
Region de Los Lagos;Puerto Octay;Hospital de Puerto Octay;Calle Pedro Montt 601
Region de Los Lagos;San Juan de la Costa;Hospital Futa Sruka Lawenche Kunko Mapu Mo;
Region de Los Lagos;San Pablo;Hospital Pu Mulen Quilacahuin;
Region de Los Lagos;Osorno;Clinica Alemana de Osorno;Avenida Zenteno 1530
Region de Los Lagos;Osorno;Centro de Salud Mutual CChC Osorno;Calle Guillermo Buhler 1756
Region de Los Lagos;Osorno;Megasalud S.A. Centro Medico y Dental Osorno;Calle Bernardo O'Higgins 791
Region de Los Lagos;Purranque;Centro de Rehabilitacion de Minusvalidos;
Region de Los Lagos;Osorno;Clinica de la AChS Osorno;Avenida Zenteno 1529
Region de Los Lagos;Purranque;Policlinico de la AChS Purranque;Calle Las Heras 216
Region de Los Lagos;Osorno;Vacunatorio Sociedad Centro Medico Cochrane SA;Calle Cochrane 405
Region de Los Lagos;Osorno;Clinica Oftalmologica Survision;Calle Guillermo Buhler 1581
Region de Los Lagos;Osorno;Policlinico del Instituto de Seguridad del Trabajo Osorno;Calle Hermanos Phillipi 1470
Region de Los Lagos;Osorno;Centro de Dialisis Dial Sur;Calle Barros Arana 1870
Region de Los Lagos;Osorno;Centro Medico y Laboratorio Cochrane;Calle Cochrane 405
Region de Los Lagos;Osorno;Laboratorio Luis Pasteur;Calle Manuel Bulnes 698
Region de Los Lagos;Osorno;Laboratorio CENDIMET;Calle O'Higgins 516
Region de Los Lagos;Osorno;Centro de Salud Familiar Dr. Pedro Jauregui;Calle Victoria 370
Region de Los Lagos;Osorno;Centro de Salud Familiar Dr. Marcelo Lopetegui Adams;Calle Los Carrera 1400
Region de Los Lagos;Osorno;Centro de Salud Familiar Ovejeria;Calle Martin Ruiz de Gamboa 602
Region de Los Lagos;Osorno;Centro de Salud Familiar Rahue Alto;Calle Real 2160
Region de Los Lagos;Puyehue;Centro de Salud Familiar Entre Lagos;
Region de Los Lagos;San Pablo;Centro de Salud Familiar San Pablo;Calle Colon 788
Region de Los Lagos;Osorno;Centro de Salud Familiar Pampa Alegre;Calle Los Heroes de La Concepcion 769
Region de Los Lagos;Purranque;Centro de Salud Familiar Purranque;Calle 21 de Mayo 415
Region de Los Lagos;Rio Negro;Centro de Salud Familiar Practicante Pablo Araya (Ex Rio Negro);
Region de Los Lagos;Osorno;Centro de Salud Familiar Quinto Centenario;Calle Sevilla 1620
Region de Los Lagos;San Juan de la Costa;Centro de Salud Familiar Bahia Mansa;
Region de Los Lagos;San Juan de la Costa;Centro de Salud Familiar Puaucho;
Region de Los Lagos;San Juan de la Costa;Posta de Salud Rural Cuinco;
Region de Los Lagos;Osorno;Posta de Salud Rural Pichi Damas;
Region de Los Lagos;Puyehue;Posta de Salud Rural Puyehue;
Region de Los Lagos;Castro;Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Chiloe);Calle Bernardo O'Higgins 504
Region de Los Lagos;Castro;PRAIS (S.S Chiloe);Calle BernardoO'Higgins 504
Region de Los Lagos;Castro;Clinica Dental Movil Triple. Pat. BKYS90 (Castro);Calle Bernardo O'Higgins 504
Region de Los Lagos;Castro;Hospital de Castro;Calle Freire 852
Region de Los Lagos;Ancud;Hospital de Ancud;Calle Almirante Latorre 301
Region de Los Lagos;Quinchao;Hospital Comunitario de Achao;Calle Riquelme 16
Region de Los Lagos;Quellon;Hospital de Quellon;Calle Dr. Ahues 305
Region de Los Lagos;Queilen;Hospital de Queilen;Calle Balmaceda 311
Region de Los Lagos;Castro;Buque Cirujano Videla;
Region de Los Lagos;Ancud;Vacunatorio Rosalia Munoz;Calle Anibal Pinto 308
Region de Los Lagos;Castro;Centro Medico Austral;Calle Serrano 459
Region de Los Lagos;Castro;Clinica de la AChS Castro;Calle Freire 498
Region de Los Lagos;Quellon;Policlinico de la AChS Quellon;Calle Ignacio Carrera Pinto 367
Region de Los Lagos;Ancud;Policlinico de la AChS Ancud;Calle Almirante Latorre 1322
Region de Los Lagos;Ancud;Laboratorio Clinico y Hematologico Ancud;Calle Anibal Pinto 308
Region de Los Lagos;Quellon;Laboratorio Biolab Ltda;Calle Santos Vargas 202
Region de Los Lagos;Castro;Policlinico de la AChS Castro;Calle Ramon Freire 498
Region de Los Lagos;Castro;Centro Medico y Dental La Araucana Castro;Calle Freire 497
Region de Los Lagos;Castro;Centro Medico y Dental La Araucana Ancud;Calle Eleuterio Ramirez 356
Region de Los Lagos;Castro;Policlinico del Instituto de Seguridad del Trabajo Ancud;Calle Pudeto 251
Region de Los Lagos;Castro;Policlinico del Instituto de Seguridad del Trabajo Castro;Calle O'Higgins 488
Region de Los Lagos;Castro;Laboratorio Clinico y Hematologico Biolab;Calle Freire 406
Region de Los Lagos;Castro;Laboratorio Clinico Austral;Calle Serrano 459
Region de Los Lagos;Castro;Laboratorio Clinico y Hematologico Biolab Ltda. ECOSUR;Calle Serrano 415
Region de Los Lagos;Castro;Laboratorio Clinico Chiloe;Calle Freire 759
Region de Los Lagos;Ancud;Centro de Salud Familiar Pudeto Bajo;
Region de Los Lagos;Quemchi;Centro de Salud Familiar Quemchi;
Region de Los Lagos;Chonchi;Centro de Salud Familiar Chonchi;
Region de Los Lagos;Dalcahue;Centro de Salud Familiar Dalcahue;Calle Ramon Freire 315
Region de Los Lagos;Puqueldon;Centro de Salud Familiar Puqueldon;
Region de Los Lagos;Curaco de Velez;Centro de Salud Familiar Curaco de Velez;
Region de Los Lagos;Castro;Centro de Salud Familiar Dr. Rene Tapia Salgado;Calle Galvarino Riveros 939
Region de Los Lagos;Ancud;Centro de Salud Familiar Dr. Manuel Ferreira Guzman;Calle Almirante Latorre 750
