Región;Comuna;Establecimiento;Dirección
Region de Los Lagos;Puerto Montt;Instituto de Rehabilitación Infantil TELETÓN (Puerto Montt);Calle Egaña 650
Region de Los Lagos;Puerto Montt;Policlínico Mutual de Seguridad CChC Puerto Montt;Calle Urmeneta 895
Region de Los Lagos;Puerto Montt;Centro Médico y Dental La Araucana Puerto Montt;Calle Benavente 702
Region de Los Lagos;Puerto Montt;Centro Médico y Dental Xa. Zona de Carabineros;
Region de Los Lagos;Puerto Montt;Laboratorio Clínico Labemed;Calle Bellavista 123
Region de Los Lagos;Puerto Montt;Laboratorio Clínico Meditest Ltda;Calle Benavente 840
Region de Los Lagos;Puerto Montt;Laboratorio Clínico Fleming Ltda.;Calle Benavente, Depto. 308 840
Region de Los Lagos;Puerto Montt;Laboratorio Clínico Biomed;Calle Benavente 474
Region de Los Lagos;Puerto Montt;Laboratorio Clínico Bionet;Calle Panamericana 400
Region de Los Lagos;Puerto Montt;Centro de Salud Familiar Angelmó;
Region de Los Lagos;Puerto Montt;Centro de Salud Familiar Antonio Varas;
Region de Los Lagos;Puerto Montt;Centro de Salud Familiar Carmela Carvajal;Calle Regimiento 1188
Region de Los Lagos;Puerto Montt;Centro de Salud Familiar Techo para todos (ONG);
Region de Los Lagos;Maullín;Centro de Salud Familiar Carelmapu;
Region de Los Lagos;Los Muermos;Centro de Salud Familiar Los Muermos;
Region de Los Lagos;Puerto Varas;Centro de Salud Familiar Nº 1 Puerto Varas;
Region de Los Lagos;Frutillar;Centro de Salud Familiar Frutillar Alto;
Region de Los Lagos;Llanquihue;Centro de Salud Familiar Los Volcanes;
Region de Los Lagos;Hualaihué;Centro de Salud Familiar Río Negro Hornopirén;Calle Diego Portales 25
Region de Los Lagos;Puerto Montt;Centro de Salud Familiar Padre Hurtado;
Region de Los Lagos;Puerto Montt;Centro de Salud Familiar San Pablo Mirasol (ONG);
Region de Los Lagos;Puerto Montt;Centro de Salud Familiar Alerce;
Region de Los Lagos;Calbuco;Centro de Salud Familiar Calbuco;Calle Eulogio Goycolea, esquina Manuel Rodríguez 132
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Lago Chapo;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Correntoso;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Chaicas;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Lenca;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Las Quemas (Puerto Montt);
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Maillén;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Salto Grande;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Salto Chico;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Trapén;
Region de Los Lagos;Puerto Montt;Posta de Salud Rural Panitao;
Region de Los Lagos;Cochamó;Posta de Salud Rural Cochamó;
Region de Los Lagos;Cochamó;Centro de Salud Familiar Cochamó;
Region de Los Lagos;Cochamó;Posta de Salud Rural Sotomó;
Region de Los Lagos;Cochamó;Posta de Salud Rural Llanada Grande;
Region de Los Lagos;Cochamó;Posta de Salud Rural Paso El Bolsón o Segundo Corral;
Region de Los Lagos;Cochamó;Posta de Salud Rural Paso El León;
Region de Los Lagos;Hualaihué;Posta de Salud Rural Aulén;
Region de Los Lagos;Hualaihué;Posta de Salud Rural Rolecha;
Region de Los Lagos;Hualaihué;Posta de Salud Rural Contao;
Region de Los Lagos;Hualaihué;Posta de Salud Rural Hualaihué;
Region de Los Lagos;Puerto Varas;Posta de Salud Rural Ensenada;
Region de Los Lagos;Puerto Varas;Posta de Salud Rural Peulla;
Region de Los Lagos;Puerto Varas;Posta de Salud Rural Nueva Braunau;
Region de Los Lagos;Puerto Varas;Posta de Salud Rural Petrohué;
Region de Los Lagos;Puerto Montt;SAPU Carmela Carvajal;Calle Regimiento 1188
Region de Los Lagos;Frutillar;SAPU Frutillar;Calle Cristino Winkler 753
Region de Los Lagos;Los Muermos;SAPU Los Muermos;
Region de Los Lagos;Osorno;SAPU Dr. Marcelo Lopetegui Adams;Calle Los Carrera 1400
Region de Los Lagos;Hualaihué;Posta de Salud Rural Chauchil;
Region de Los Lagos;Puerto Montt;Centro de Salud Medicina Integral y Ejercicio;Avenida Bellavista 133
Region de Los Lagos;Puerto Montt;Centro de Sangre Austral;
Region de Los Lagos;Chaitén;Hospital de Chaitén;Calle Ignacio Carrera Pinto 153
Region de Los Lagos;Puerto Montt;Centro Médico Docente Asistencial Universidad San Sebastián;Calle Lago Panguipulli 1390
Region de Los Lagos;Puerto Montt;Sección Sanidad Puerto Montt de la Policía de Investigaciones de Chile;Calle Ramón Munita 536
Region de Los Lagos;Quellón;Policlínico de la Mutual de Seguridad CChC Quellón;Calle Ramón Freire 354
Region de Los Lagos;Castro;Policlínico de la Mutual de Seguridad CChC Castro;Calle O'Higgins 735
Region de Los Lagos;Osorno;Policlínico de Funcionarios de la Universidad de Los Lagos;Avenida Fuchsloche 1305
Region de Los Lagos;Osorno;Centro Médico Osorno Salud;Calle Colón 781
Region de Los Lagos;Ancud;Policlínico de la Mutual de Seguridad CChC Ancud;Calle O'Higgins 503
Region de Los Lagos;Osorno;Centro de Diálisis Hemosur (Osorno);Calle Aníbal Pinto 1550
Region de Los Lagos;Castro;SAPU Castro;Calle Galvarino Riveros Norte 2719
Region de Los Lagos;Osorno;COSAM Rahue;Calle República 570
Region de Los Lagos;Ancud;Laboratorio Clínico Bionet;Calle Eleuterio Ramirez 356
Region de Los Lagos;Quellón;Laboratorio Clínico MasterLab;Calle Ladrilleros 445
Region de Los Lagos;Ancud;Laboratorio Clínico y Hematológico San José;Calle Baquedano 279
Region de Los Lagos;Puerto Varas;Laboratorio Clínico Winlop;Calle Pio Nono 430
Region de Los Lagos;Castro;Centro de Salud Familiar Quillahue;Calle Galvarino Riveros Norte 2719
Region de Los Lagos;Castro;Centro Comunitario de Salud Familiar Kintunien;
Region de Los Lagos;Quellón;Centro Comunitario de Salud Familiar Rukalaf;
Region de Los Lagos;Quellón;Centro Comunitario de Salud Familiar Vista Hermosa;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Laboratorio Clínico Thomas Ltda.;Calle Condell 228
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Laboratorio Clínico Diagnóstico Análisis Coyhaique;Calle Eusebio Lillo, Piso 2 20
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Mamógrafo Digital - Ecotomógrafo Móvil. Pat. PX1462-2 (SS Aysén);Calle Dr. Jorge Ibar 168
Region de Aysen del General Carlos Ibanez del Campo;Aisén;Centro de Salud Familiar Puerto Aysen;Calle Eleuterio Ramirez 1035
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Vacunatorio - Clínica Bilbao;Calle Francisco Bilbao 449
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;SAPU Dr. Alejandro Gutiérrez;Calle Francisco Bilbao 1955
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Aysén);Calle Dr Jorge Ibar 168
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;PRAIS (S.S Aisén);Calle Dr Jorge Ibar 168
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Clínica Dental Móvil Simple. Pat. PW4067 (Coihaique);Calle Dr. Jorge Ibar 168
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Hospital Regional (Coihaique);Calle Hospital 68
Region de Aysen del General Carlos Ibanez del Campo;Aisén;Hospital de Puerto Aysén;Calle Yussef Laibe 180
Region de Aysen del General Carlos Ibanez del Campo;Chile Chico;Hospital Dr. Leopoldo Ortega R. (Chile Chico);Calle Lautaro 275
Region de Aysen del General Carlos Ibanez del Campo;Cochrane;Hospital Lord Cochrane;
Region de Aysen del General Carlos Ibanez del Campo;Cisnes;Hospital Dr. Jorge Ibar (Cisnes);Calle Pedro Aguirre Cerda 114
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Centro de Salud Mutual CChC Coyhaique;Calle Eusebio Lillo 20
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Policlínico del Trabajador Coyhaique;Avenida Ogana 1018
Region de Aysen del General Carlos Ibanez del Campo;Aisén;Centro de Salud Mutual CChC Puerto Aysén;Calle O'Higgins 270
Region de Aysen del General Carlos Ibanez del Campo;Aisén;Clínica de Trabajador AChS;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Centro Clínico Militar Coyhaique;Calle Ejército 150
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Vacunatorio Dra. Elizabeth Otazo;Calle 21 de Mayo 328
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Centro Médico y Dental XI Zona Aysén del General Carlos Ibáñez del Campo;Calle Baquedano 534
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Consultorio Víctor Domingo Silva;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Consultorio Alejandro Gutiérrez;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Posta de Salud Rural Balmaceda;
Region de Aysen del General Carlos Ibanez del Campo;Guaitecas;Posta de Salud Rural Melinka;
Region de Aysen del General Carlos Ibanez del Campo;Aisén;Posta de Salud Rural Puerto Aguirre;
Region de Aysen del General Carlos Ibanez del Campo;Aisén;Posta de Salud Rural Caleta Andrade;
Region de Aysen del General Carlos Ibanez del Campo;Lago Verde;Posta de Salud Rural Lago Verde;
Region de Aysen del General Carlos Ibanez del Campo;Lago Verde;Posta de Salud Rural La Tapera;
Region de Aysen del General Carlos Ibanez del Campo;Lago Verde;Posta de Salud Rural Villa Amengual;
Region de Aysen del General Carlos Ibanez del Campo;Río Ibáñez;Posta de Salud Rural Bahía Murta;
Region de Aysen del General Carlos Ibanez del Campo;Río Ibáñez;Posta de Salud Rural Puerto Sánchez;
Region de Aysen del General Carlos Ibanez del Campo;Chile Chico;Posta de Salud Rural Puerto Bertrand;
Region de Aysen del General Carlos Ibanez del Campo;Chile Chico;Posta de Salud Rural Puerto Guadal;
Region de Aysen del General Carlos Ibanez del Campo;Chile Chico;Posta de Salud Rural Mallín Grande;
Region de Aysen del General Carlos Ibanez del Campo;Río Ibáñez;Posta de Salud Rural Río Tranquilo;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Posta de Salud Rural El Blanco;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Posta de Salud Rural Valle Simpson;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Posta de Salud Rural Villa Ortega;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Posta de Salud Rural Ñireguao;
Region de Aysen del General Carlos Ibanez del Campo;Aisén;Posta de Salud Rural Chacabuco (Aisén);
Region de Aysen del General Carlos Ibanez del Campo;Aisén;Posta de Salud Rural Villa Mañihuales;
Region de Aysen del General Carlos Ibanez del Campo;Río Ibáñez;Posta de Salud Rural Puerto Ibáñez;
Region de Aysen del General Carlos Ibanez del Campo;Río Ibáñez;Posta de Salud Rural Cerro Castillo (Río Ibáñez);
Region de Aysen del General Carlos Ibanez del Campo;Cisnes;Posta de Salud Rural Puyuhuapi;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Posta de Salud Rural Lago Atravesado;
Region de Aysen del General Carlos Ibanez del Campo;Cisnes;Posta de Salud Rural Raúl Marín Balmaceda;
Region de Aysen del General Carlos Ibanez del Campo;O'Higgins;Posta de Salud Rural Villa O'Higgins;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Posta de Salud Rural El Gato;
Region de Aysen del General Carlos Ibanez del Campo;Cisnes;Posta de Salud Rural Melimoyu;
Region de Aysen del General Carlos Ibanez del Campo;Tortel;Posta de Salud Rural Caleta Tortel;
Region de Aysen del General Carlos Ibanez del Campo;Cisnes;Posta de Salud Rural Isla Toto;
Region de Aysen del General Carlos Ibanez del Campo;Cisnes;Posta de Salud Rural Las Juntas;
Region de Aysen del General Carlos Ibanez del Campo;Aisén;Centro Comunitario de Salud Familiar Ribera Sur;
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Centro Médico y Dental Clínica Bilbao;Calle Francisco Bilbao 449
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;COSAM Coyhaique;Calle Freire 1435
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Instituto de Rehabilitación Infantil TELETÓN (Coyhaique);Calle Ejercito 567
Region de Aysen del General Carlos Ibanez del Campo;Coyhaique;Centro Comunitario de Salud Familiar Alejandro Gutierrez;
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro Comunitario de Salud Familiar Dr. Juan Damianovic;Calle Linao 370
Region de Magallanes y de la Antartica Chilena;Natales;Laboratorio Clínico Biohealth;Calle Baquedano 781
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Laboratorio Clínico de Agostini y Cia. Ltda.;Calle Perez de Arce 472
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Magallanes);Calle Lautaro Navarro 1228
Region de Magallanes y de la Antartica Chilena;Punta Arenas;PRAIS (S.S Magallanes);Calle Lautaro Navarro 1228
Region de Magallanes y de la Antartica Chilena;Natales;Oficina Sanitaria Dorotea;
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Vacunatorio SEREMI de Salud Magallanes;Calle Balmaceda 756
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Hospital Clínico de Magallanes Dr. Lautaro Navarro Avaria;Calle Los Flamencos 1364
Region de Magallanes y de la Antartica Chilena;Natales;Hospital Dr. Augusto Essmann Burgos ( Natales);Calle Ignacio Carrera Pinto 537
Region de Magallanes y de la Antartica Chilena;Porvenir;Hospital Dr. Marco Antonio Chamorro ( Porvenir);Calle Carlos Wood 480
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Hospital FFAA Cirujano Guzmán;Avenida Bulnes 256
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Clínica Magallanes;Avenida Bulnes 1448
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro de Atención Instituto de Seguridad del Trabajador Punta Arenas;Avenida Bulnes 1643
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro de Salud Mutual CChC Punta Arenas;Avenida España 1890
Region de Magallanes y de la Antartica Chilena;Cabo de Hornos;Hospital Naval (Puerto Williams) (D);
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro Médico Medvital;Calle Armando Sanhueza 1057
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Clínica de Recuperación Hogar de Cristo Juan Pablo II;Calle Balmaceda 736
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Instituto Médico Sarmiento;Calle Sarmiento 607
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro Médico y Dental Megasalud S.A Punta Arenas;Calle Puerto Montt 890
Region de Magallanes y de la Antartica Chilena;Primavera;Clínica Sombrero;
Region de Magallanes y de la Antartica Chilena;Cabo de Hornos;Clínica Harris;Calle Cabo de Hornos 12202
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro Médico y Dental La Araucana S.A;Calle Libertador Bernardo O'Higgins 850
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro de Rehabilitación Club de Leones Cruz del Sur;Calle Suiza 1411
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Policlínico AChS (Punta Arenas);
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Vacunatorio Centro Médico Colón;Avenida Colón 1144
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Policlínico de la Fuerzas Armadas y de Orden;Calle José Menendez 611
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Vacunatorio Alfamed;Avenida Bulnes 1641
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Clínica Croacia;Calle Sarmiento 1053
Region de Magallanes y de la Antartica Chilena;Porvenir;Servicio Dental 3ra. Comisaría de Carabineros de Porvenir (Consultorio tipo 2);Calle Chiloé 880
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Central Odontológica de Magallanes de 3era Zona Naval;Avenida Bulnes 256
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Laboratorio Clínico Corporación Municipal Punta Arenas;Calle España 1890
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro de Salud Familiar Dr. Mateo Bencur;Calle Capitán Guillermo 781
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro de Salud Familiar Dr. Juan Damianovic;Calle Zenteno 1102
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro de Salud Familiar 18 Septiembre;Calle Mateo de Toro y Zambrano 1893
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro de Salud Familiar Dr. Thomas Fenton;Calle Prolongación Velastegui 762
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro de Salud Familiar Carlos Ibáñez;
Region de Magallanes y de la Antartica Chilena;Natales;Centro de Salud Familiar Natales;
Region de Magallanes y de la Antartica Chilena;Torres del Paine;Posta de Salud Rural Cerro Castillo (Torres del Paine);
Region de Magallanes y de la Antartica Chilena;Río Verde;Posta de Salud Rural Río Verde;
Region de Magallanes y de la Antartica Chilena;Laguna Blanca;Posta de Salud Rural Tehuelches;
Region de Magallanes y de la Antartica Chilena;San Gregorio;Posta de Salud Rural Punta Delgada;
Region de Magallanes y de la Antartica Chilena;Natales;Posta de Salud Rural Puerto Edén;
Region de Magallanes y de la Antartica Chilena;Timaukel;Posta de Salud Rural Cameron;
Region de Magallanes y de la Antartica Chilena;Natales;Posta de Salud Rural Dorotea;
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Posta de Salud Rural Agua Fresca;
Region de Magallanes y de la Antartica Chilena;Punta Arenas;COSAM Punta Arenas;Calle Junta de Gobierno 225
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro Comunitario de Salud Familiar Dr. Mateo Bencur;Calle Juan Ruiz García 1814
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro Comunitario de Salud Familiar Río Seco;
Region de Magallanes y de la Antartica Chilena;Cabo de Hornos;Hospital Comunitario Cristina Calderón de Puerto Williams;Calle O'Higgins 246
Region de Magallanes y de la Antartica Chilena;Punta Arenas;SAPU Dr. Mateo Bencur;Calle Capitán Guillermo 781
Region de Magallanes y de la Antartica Chilena;Punta Arenas;SAPU Dr. Juan Damianovic;Calle Zenteno 1102
Region de Magallanes y de la Antartica Chilena;Punta Arenas;SAPU 18 de Septiembre;Calle Mateo de Toro y Zambrano 1893
Region de Magallanes y de la Antartica Chilena;Punta Arenas;Centro Médico Fermín Roca;Calle Luis Navarro 716
Region de Magallanes y de la Antartica Chilena;Natales;Policlínico de Asociación Chilena de Seguridad;Calle Baquedano 230
